Name,Age,Tenure,cust_id,no_wire_trxns_sent,wire_total_amnt_sent,no_international_wire_trxns_sent,no_wire_trxns_received,wire_total_amnt_received,no_international_wire_trxns_received,no_emt_trxns_sent,emt_total_amnt_sent,no_emt_trxns_received,emt_total_amnt_received,no_cash_deposits,total_cash_deposit,no_cash_withdraws,total_cash_withdraw,total_international_trxns,total_no_wire_trxns,total_no_emt_trxns,total_no_cash_trxns,wire_trxn_balance,emt_trxn_balance,cash_balance,label,Gender_female,Gender_male,Gender_other,Occupation_Actor,Occupation_Actuary,Occupation_Anesthesiologist,Occupation_AnimalTrainer,Occupation_AntiqueDealer,Occupation_AntiquesDealer,Occupation_Arborist,Occupation_Archaeologist,Occupation_Architect,Occupation_ArtCritic,Occupation_ArtDealer,Occupation_ArtGalleryOwner,Occupation_ArtHistorian,Occupation_Artist,Occupation_Astronomer,Occupation_Astrophysicist,Occupation_Auctioneer,Occupation_Author,Occupation_AutoDealer,Occupation_Baker,Occupation_Banker,Occupation_Barista,Occupation_Bartender,Occupation_Beekeeper,Occupation_Bioengineer,Occupation_Biologist,Occupation_BookEditor,Occupation_Brewer,Occupation_BusDriver,Occupation_BusinessOwner,Occupation_Butcher,Occupation_CallCenterRepresentative,Occupation_CarDealershipOwner,Occupation_Carpenter,Occupation_Cartographer,Occupation_Cartoonist,Occupation_CashintensiveBusinessOwneregLaundromat,Occupation_Cashier,Occupation_CasinoOperator,Occupation_Ceramicist,Occupation_Chef,Occupation_Chemist,Occupation_ChildcareWorker,Occupation_Chiropractor,Occupation_Choreographer,Occupation_Cicerone,Occupation_CivilServant,Occupation_Cleaner,Occupation_CoffeeRoaster,Occupation_ComicBookArtist,Occupation_CommodityBroker,Occupation_ConstructionContractor,Occupation_ConstructionWorker,Occupation_CorporateExecutive,Occupation_Cryoseismologist,Occupation_CryptocurrencyTrader,Occupation_Curator,Occupation_CurrencyExchangeOwner,Occupation_DJ,Occupation_Dendrochronologist,Occupation_Dentist,Occupation_Dietician,Occupation_Distiller,Occupation_Doctor,Occupation_Economist,Occupation_Egyptologist,Occupation_Electrician,Occupation_Engineer,Occupation_Enologist,Occupation_Entomologist,Occupation_EnvironmentalScientist,Occupation_Ethnobotanist,Occupation_Ethnomusicologist,Occupation_EventPlanner,Occupation_FactoryWorker,Occupation_FarmLaborer,Occupation_Farmer,Occupation_FashionDesigner,Occupation_FastFoodWorker,Occupation_FilmEditor,Occupation_Filmmaker,Occupation_FinancialAdvisor,Occupation_Firefighter,Occupation_Fisherman,Occupation_FitnessTrainer,Occupation_FlightAttendant,Occupation_Florist,Occupation_FoodCritic,Occupation_FoodScientist,Occupation_Forester,Occupation_FreeTradeZoneOperator,Occupation_FreelanceregGraphicDesignerWriter,Occupation_GameDeveloper,Occupation_Gardener,Occupation_Gemologist,Occupation_Geologist,Occupation_Glaciologist,Occupation_GraphicArtist,Occupation_Graphologist,Occupation_GroceryStoreClerk,Occupation_Hairstylist,Occupation_HedgeFundManager,Occupation_Herpetologist,Occupation_HighEndRealEstateDeveloper,Occupation_Historian,Occupation_HomeHealthAide,Occupation_Hotelier,Occupation_Hydrologist,Occupation_Ichthyologist,Occupation_Illustrator,Occupation_ImportExportBusinessOwner,Occupation_ImportExportDealer,Occupation_InteriorDesigner,Occupation_InternationalConsultant,Occupation_InternationalSalesperson,Occupation_JewelryDealer,Occupation_Journalist,Occupation_Kinesiologist,Occupation_Landlord,Occupation_Landscaper,Occupation_Lawyer,Occupation_Lepidopterist,Occupation_Librarian,Occupation_LibrarianAssistant,Occupation_Librettist,Occupation_Lifeguard,Occupation_Limnologist,Occupation_Linguist,Occupation_LiteraryCritic,Occupation_LoanorFinanceCompanyOwner,Occupation_LocalFairOperator,Occupation_LocalRadioOperator,Occupation_Luthier,Occupation_LuxuryGoodsDealeregArtJewelry,Occupation_LuxuryYachtBroker,Occupation_MakeupArtist,Occupation_Malacologist,Occupation_MarineBiologist,Occupation_MarineEngineer,Occupation_MaritimeorShippingAgent,Occupation_MassageTherapist,Occupation_Mechanic,Occupation_Meteorologist,Occupation_Miner,Occupation_MoneyServiceBusinessOwner,Occupation_MusicProducer,Occupation_Musician,Occupation_Mycologist,Occupation_Nanny,Occupation_Nematologist,Occupation_NewsAnchor,Occupation_NightcluborBarOwner,Occupation_NonprofitOrganizationDirector,Occupation_NotaryPublic,Occupation_Numismatist,Occupation_Nurse,Occupation_Nutritionist,Occupation_Oceanographer,Occupation_OffshoreInvestmentAdvisor,Occupation_OffshoreTrustee,Occupation_OnlineGamblingSiteOperator,Occupation_Optometrist,Occupation_Ornithologist,Occupation_Osteologist,Occupation_Other,Occupation_Paleontologist,Occupation_Paramedic,Occupation_PastryChef,Occupation_PawnShopOwner,Occupation_PaymentProcessorsOwner,Occupation_Pediatrician,Occupation_Pedologist,Occupation_PetGroomer,Occupation_Pharmacist,Occupation_Philatelist,Occupation_Photographer,Occupation_PhysicalTherapist,Occupation_Physicist,Occupation_Pilot,Occupation_Plumber,Occupation_PoliceOfficer,Occupation_PoliticalScientist,Occupation_PostalWorker,Occupation_PreciousMetalsDealer,Occupation_Printmaker,Occupation_PrivateBanker,Occupation_PrivateEquityFundManager,Occupation_PrivateJetBroker,Occupation_PrivateSecurityCompanyOwner,Occupation_PrivateTutor,Occupation_PropertyManager,Occupation_Psychologist,Occupation_RadioHost,Occupation_Radiologist,Occupation_RealEstateAgent,Occupation_RealEstateBroker,Occupation_Receptionist,Occupation_ResearchScientist,Occupation_RetailSalesperson,Occupation_Retired,Occupation_SchoolBusDriver,Occupation_SchoolTeacher,Occupation_Sculptor,Occupation_SecurityGuard,Occupation_Seismologist,Occupation_Semiotician,Occupation_SetDesigner,Occupation_ShellCompanyOperator,Occupation_Sinologist,Occupation_SocialWorker,Occupation_Sociologist,Occupation_SoftwareDeveloper,Occupation_Sommelier,Occupation_SoundEngineer,Occupation_SportsAgent,Occupation_Statistician,Occupation_StockBroker,Occupation_Student,Occupation_Surgeon,Occupation_Surveyor,Occupation_TVProducer,Occupation_Tailor,Occupation_TattooArtist,Occupation_TaxAdvisor,Occupation_TaxiDriver,Occupation_Telemarketer,Occupation_TheaterDirector,Occupation_Therapist,Occupation_TourGuide,Occupation_Translator,Occupation_TravelAgencyOwner,Occupation_TravelAgent,Occupation_TrustandCompanyServiceProvider,Occupation_Unemployed,Occupation_UniversityProfessor,Occupation_Unknown,Occupation_UrbanPlanner,Occupation_VentureCapitalist,Occupation_Veterinarian,Occupation_VeterinarianAssistant,Occupation_Vexillologist,Occupation_Videographer,Occupation_VirtualAssetServiceProviders,Occupation_VoiceActor,Occupation_Volcanologist,Occupation_WaiterWaitress,Occupation_WarehouseWorker,Occupation_WeddingPlanner,Occupation_WindowCleaner,Occupation_Zookeeper,predictions
CHRISTOPHER GROSS,36,12,CUST45005709,0,0.0,0,0,0.0,0,1,80.0,1,50.0,0,0.0,0,0.0,0,0,2,0,0.0,-30.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03142584470095221
TIMOTHY LEWIS,25,2,CUST80815206,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02359546005239195
DR.RICHARD WATSON,33,7,CUST78382574,1,17717.0,1,0,0.0,0,4,8478.0,4,1442.0,0,0.0,2,7760.0,1,1,8,2,-17717.0,-7036.0,-7760.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3565489983473201
TONY GUAN,48,10,CUST32365345,0,0.0,0,1,34233.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,34233.0,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6771732487513881
DR.CODY SCOTT,35,10,CUST77502131,0,0.0,0,0,0.0,0,1,2.0,1,347.5,0,0.0,0,0.0,0,0,2,0,0.0,345.5,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06088114926002592
CHRISTOPHER HAYES,54,23,CUST50538854,1,4830.0,0,2,51846.5,0,6,1924.0,7,5088.0,0,0.0,0,0.0,0,3,13,0,47016.5,3164.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.969023330585718
TERRY THOMPSON,18,0,CUST54389522,0,0.0,0,0,0.0,0,0,0.0,1,185.0,0,0.0,0,0.0,0,0,1,0,0.0,185.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03855600851855727
KEVIN GILL,20,0,CUST63299998,0,0.0,0,0,0.0,0,3,698.0,3,863.5,1,460.0,0,0.0,0,0,6,1,0.0,165.5,460.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01166363687762058
WILLIAM JOHNSTON,19,0,CUST27532269,1,1550.0,0,0,0.0,0,1,36.0,2,1280.0,0,0.0,0,0.0,0,1,3,0,-1550.0,1244.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.005417226524494355
GRIGORI ZAHAROV,28,7,CUST12136191,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33832226707944646
